gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
MIMAT0006702	1.314916	-0.0218178756	0.28002858	0.8082061	NA
MIMAT0006703	69.67287	0.2014999794	0.27176816	0.09534986	0.2353316
MIMAT0006704	7.692568	-0.115004505	0.22294753	0.416275	NA
MIMAT0006705	647.4691	-0.2617081905	0.15360168	0.04188279	0.1353467
MIMAT0006706	1.417282	-0.094303958	0.27619687	0.3566086	NA
MIMAT0006707	206.4465	0.132103975	0.16650625	0.3252011	0.5212627
MIMAT0006708	23.80592	0.243960328	0.2285607	0.08963998	NA
MIMAT0006709	3.904393	0.1909969183	0.2559038	0.1420183	NA
MIMAT0006710	19.51318	-0.1848724901	0.19447529	0.1950869	NA
MIMAT0006713	5.074329	0.2819203831	0.33502243	0.01680738	NA
MIMAT0006715	0.7454054	-0.036433233	0.30121794	0.5517849	NA
MIMAT0006716	3.534695	0.0925578252	0.2739715	0.377061	NA
MIMAT0006717	0.2915587	0.0095352885	0.32930123	0.780825	NA
MIMAT0006718	1.054484	0.1115960001	0.32556915	0.1308096	NA
MIMAT0006719	0.08768045	0	0.33350222	1	NA
MIMAT0006720	0.2218321	0.008808673	0.332021	0.7868828	NA
MIMAT0006722	8.38497	0.1998947253	0.26961005	0.1012844	NA
MIMAT0006723	0.4001334	0.013720506	0.31131711	0.769223	NA
MIMAT0006725	5.683036	0.0682449886	0.2664598	0.5422874	NA
MIMAT0006726	0.3054856	0.0185905523	0.32800081	0.6196012	NA
MIMAT0006727	0.2038253	0.0047624724	0.31727559	0.9077255	NA
MIMAT0006730	6860.181	0.1710873449	0.20184676	0.233075	0.429154
MIMAT0006731	0.02342309	0	0.33350222	1	NA
MIMAT0006732	2.392837	-0.0356474604	0.27337662	0.7244284	NA
MIMAT0006733	175.7065	0.3317934688	0.2139329	0.02414226	0.1074466
MIMAT0006734	3220.613	-0.3206763976	0.21287002	0.02896842	0.1173974
MIMAT0006735	1650.493	0.1717930968	0.21710625	0.2310741	0.429154
MIMAT0006736	6742.96	-0.2200298084	0.1202254	0.04200416	0.1353467
MIMAT0006737	810.7297	0.4100587166	0.22195474	0.006110449	0.07019056
MIMAT0006738	0.6441073	0.1033845372	0.33363423	0.1336736	NA
MIMAT0006739	3.802422	0.4062678659	0.3373049	0.003895674	NA
MIMAT0006740	5.250689	0.0263155269	0.25786813	0.8266122	NA
MIMAT0006741	398.8125	0.1140391255	0.16737812	0.3968057	0.5777497
MIMAT0006742	37385.19	-0.0013814919	0.1615044	0.9916526	0.9916526
MIMAT0006743	1505.782	-0.1528245152	0.17575357	0.2672368	0.4626786
MIMAT0006744	15.51767	-0.0068531967	0.23673614	0.9596415	NA
MIMAT0006745	29.9168	0.0126986909	0.21817346	0.9284457	0.9365191
MIMAT0006746	51.18155	0.0252777021	0.20719283	0.8591513	0.8898353
MIMAT0006747	4.60233	-0.0313732634	0.25222363	0.8024502	NA
MIMAT0006748	2.340991	-0.013430429	0.26969348	0.8989941	NA
MIMAT0006749	0.06296464	0.0008842066	0.33351697	0.9770961	NA
MIMAT0006750	3.56687	-0.005889728	0.26276544	0.9590228	NA
MIMAT0006751	821.6589	0.0499668646	0.09614107	0.5790791	0.7547548
MIMAT0006752	0.09118537	0.0058292734	0.33416956	0.8500701	NA
MIMAT0006753	13.05954	-0.1332705682	0.19895793	0.3506628	NA
MIMAT0006754	20.06079	-0.1219991758	0.20161886	0.3933225	NA
MIMAT0006755	139.6472	-0.1241185232	0.1441107	0.3144493	0.5210874
MIMAT0006756	5875.418	-0.3121752919	0.15456258	0.01571889	0.09543298
MIMAT0006757	36.34209	0.2459869871	0.2001462	0.08822016	0.2224682
MIMAT0006758	540.6899	0.0581132588	0.19134548	0.6808774	0.7925171
MIMAT0006759	1.651603	-0.0241546556	0.26905032	0.8212326	NA
MIMAT0006760	333.3303	-0.0389597106	0.19410318	0.783314	0.8574984
MIMAT0006761	7.934816	-0.04922141	0.22821554	0.7235236	NA
MIMAT0006762	0.0804513	0.0041840679	0.33384584	0.8920057	NA
MIMAT0006763	12.81318	-0.2551634343	0.24509209	0.0677007	NA
MIMAT0009830	71.83206	-0.1978540989	0.15272214	0.1223505	0.289646
MIMAT0009831	17.92688	-0.1798814338	0.20576648	0.211119	NA
MIMAT0009832	250.8642	-0.3024205428	0.14432227	0.01444445	0.09543298
MIMAT0009833	0.7141829	0.0679977047	0.30082006	0.3369076	NA
MIMAT0009834	1.643926	0.2385712563	0.34212192	0.02588131	NA
MIMAT0009835	0.9182413	0.027796411	0.28709613	0.7227277	NA
MIMAT0009836	36098.01	-0.2569085626	0.17306571	0.06133382	0.1778681
MIMAT0009837	0.3884638	0.1055664619	0.34658732	0.114744	NA
MIMAT0009840	0.1290808	-0.0083302144	0.33483585	0.7874655	NA
MIMAT0009841	5.763802	0.1569783929	0.24656086	0.2401431	NA
MIMAT0009842	352.8819	0.0519416937	0.25282214	0.678418	0.7925171
MIMAT0009843	10.23035	0.2614238096	0.27788235	0.03870955	NA
MIMAT0009845	28.89883	0.0457120005	0.24594797	0.7258739	0.8255036
MIMAT0009846	79.84794	0.2073005044	0.20851331	0.1510638	0.3303237
MIMAT0009847	8.336631	0.1974502063	0.26748459	0.10867	NA
MIMAT0009848	0.2787045	0	0.32849526	1	NA
MIMAT0009849	0.08335324	-0.0025098415	0.3336215	0.9350684	NA
MIMAT0009850	3.884695	-0.0976134793	0.27701268	0.3373923	NA
MIMAT0009851	2.743104	0.0476783009	0.26468583	0.673552	NA
MIMAT0009852	386.8136	-0.0433000703	0.19966316	0.7608714	0.8569037
MIMAT0009853	23.44653	-0.0708636423	0.18972498	0.6154094	NA
MIMAT0009854	0.4180087	-0.0198582335	0.31240928	0.6746949	NA
MIMAT0009860	2.456002	0.1146431186	0.29010932	0.2112134	NA
MIMAT0009861	0.2936166	0.0116484397	0.31226652	0.7985999	NA
MIMAT0009862	0.7453444	-0.2036161514	0.37554175	0.03085648	NA
MIMAT0009863	73.73829	0.3051519368	0.25343724	0.02956808	0.1173974
MIMAT0009864	2.233194	0.0987732539	0.28360833	0.2956202	NA
MIMAT0009865	2.899425	-0.0099281025	0.27269159	0.9220034	NA
MIMAT0009866	11.03382	0.1376468625	0.2665688	0.2405338	NA
MIMAT0009868	0.999368	0.0331568809	0.288619	0.664932	NA
MIMAT0009869	3.612335	-0.1551326942	0.3215837	0.0796174	NA
MIMAT0009870	2815.75	-0.3837215063	0.1750266	0.005734987	0.07019056
MIMAT0009871	649.413	0.3314277577	0.24113084	0.02232063	0.1065932
MIMAT0009872	0.1516271	-0.0056063988	0.33046907	0.8648488	NA
MIMAT0009873	1.117387	-0.0160816561	0.28767733	0.833112	NA
MIMAT0009874	10.19758	0.074997281	0.24538201	0.5680013	NA
MIMAT0009875	0.1747017	0.000900591	0.33351813	0.9766716	NA
MIMAT0009867	0.3088756	0.0226353554	0.31047345	0.6473776	NA
MIMAT0009876	0.1277537	0.0025251706	0.33362675	0.9346683	NA
MIMAT0009878	24.29109	0.0914107697	0.22536589	0.5153317	NA
MIMAT0009880	1.341367	0.1811859788	0.37591251	0.03900905	NA
MIMAT0009883	0.4011939	0.0212199928	0.30586687	0.6886948	NA
MIMAT0009884	7.2096	-0.033087653	0.24400214	0.8013233	NA
MIMAT0009885	0.7637206	-0.0248835112	0.30480851	0.6498226	NA
MIMAT0009886	30.52533	-0.0441904808	0.25766362	0.7142328	0.8203069
MIMAT0009887	2.08376	0.0961190165	0.29875869	0.2326879	NA
MIMAT0009889	0.3499817	0.0058792757	0.31342387	0.8936946	NA
MIMAT0009891	19.56294	0.0781642442	0.25887947	0.5169995	NA
MIMAT0009892	223.6826	-0.1213062892	0.15656901	0.3502816	0.542551
MIMAT0009893	1.026957	0.0384321486	0.29072839	0.6046495	NA
MIMAT0009894	2.382536	0.0512092742	0.26444405	0.6521154	NA
MIMAT0009895	15.96073	-0.2211837919	0.26064295	0.08843476	NA
MIMAT0009896	448.4029	-0.207778692	0.17555752	0.1319898	0.3062164
MIMAT0009897	0.1986242	0.0026294126	0.33165101	0.9344366	NA
MIMAT0009900	0.3695378	0.0003899045	0.31116504	0.9931667	NA
MIMAT0009901	0.6811302	0.0564375899	0.32576314	0.2911935	NA
MIMAT0009904	9.570957	0.0114887134	0.26207383	0.9207394	NA
MIMAT0009905	1.116327	0.0303793792	0.28942631	0.6851054	NA
MIMAT0009907	0.07149719	-0.0007561972	0.33351285	0.9804111	NA
MIMAT0009908	859.26	-0.0813100277	0.1575236	0.5325706	0.718351
MIMAT0009911	0.06471976	-0.0025098415	0.3336215	0.9350684	NA
MIMAT0009912	0.07541446	0.0002689642	0.33349835	0.9930325	NA
MIMAT0009913	0.1248536	0	0.33350222	1	NA
MIMAT0009918	7.853922	-0.1747230669	0.24552872	0.1957866	NA
MIMAT0009919	0.3133398	0.008980063	0.3152335	0.834642	NA
MIMAT0009920	0.3043327	0.0307215893	0.33031871	0.4529169	NA
MIMAT0009921	6.384131	-0.0775644204	0.23494757	0.5712396	NA
MIMAT0009926	11.58514	-0.0929815934	0.21347458	0.5142537	NA
MIMAT0009927	0.3276063	-0.0165748181	0.30531875	0.7522533	NA
MIMAT0009928	0.2156043	0.0184364029	0.32551836	0.6341096	NA
MIMAT0009930	0.8855241	-0.0347908879	0.28633059	0.665152	NA
MIMAT0009931	0.2582641	-0.0018477054	0.31492379	0.9654155	NA
MIMAT0009933	4.790286	0.2560781459	0.38251747	0.01736205	NA
MIMAT0009934	0.09309878	-0.0007562012	0.33351285	0.980411	NA
MIMAT0009935	1.548551	0.0244780904	0.28630926	0.7576447	NA
MIMAT0009936	0.1288473	0.0041677363	0.33384257	0.8924253	NA
MIMAT0009939	0.9414047	0.0590010528	0.29498439	0.4222044	NA
MIMAT0031123	0.1760801	0.000923197	0.33295194	0.9763406	NA
MIMAT0034278	1.21784	-0.1191726425	0.29272766	0.1894143	NA
MIMAT0034279	0.03672999	-0.0007562012	0.33351285	0.980411	NA
MIMAT0034280	0.569925	0.0077602989	0.30190215	0.8875479	NA
MIMAT0034281	0.6863168	0.0383078362	0.29355132	0.5861257	NA
MIMAT0034282	0.09184241	0.000900591	0.33351813	0.9766716	NA
MIMAT0034284	0.2204721	-0.0058464494	0.32654532	0.8683565	NA
MIMAT0034285	0.4410991	0.0429892419	0.30900757	0.4496925	NA
MIMAT0034286	0.2784346	0.003722616	0.32330118	0.9199557	NA
MIMAT0034288	0.1645739	0.0115963725	0.33612506	0.708112	NA
MIMAT0034289	0.1867442	-0.0052334589	0.33306505	0.8675939	NA
MIMAT0034290	0.09282554	0.007478201	0.33460125	0.8085544	NA
MIMAT0034293	0.09078642	0.0025251706	0.33362675	0.9346683	NA
MIMAT0034294	0.2818291	0.0078046932	0.31898546	0.8462859	NA
MIMAT0034295	0.059609	0.0008842066	0.33351697	0.9770961	NA
MIMAT0034296	0.06225042	0	0.33350222	1	NA
MIMAT0034298	0.106012	0.0058292734	0.33416956	0.8500701	NA
MIMAT0034300	0.03825139	0.0058292734	0.33416956	0.8500701	NA
MIMAT0034308	0.1834062	0.0132686352	0.33694794	0.6688782	NA
MIMAT0034310	0.2470962	0.0276920912	0.31846345	0.5449218	NA
MIMAT0034314	0.1282529	0.0009785645	0.33117415	0.9757336	NA
MIMAT0034318	0.0447283	0.0058292734	0.33416956	0.8500701	NA
MIMAT0034319	0.1086219	0.000900591	0.33351813	0.9766716	NA
MIMAT0034321	11.36842	0.1681142386	0.25613149	0.1898908	NA
MIMAT0034326	0.3219895	0.0309097747	0.32317382	0.4860358	NA
MIMAT0034329	0.1642674	-0.0007562015	0.33351285	0.980411	NA
MIMAT0034330	0.186775	0.0025500109	0.33235801	0.9355725	NA
MIMAT0034332	0.2009281	0.0150425939	0.33577788	0.640551	NA
MIMAT0034333	0.09434621	0.0041840679	0.33384584	0.8920057	NA
MIMAT0034336	0.4702744	0.0717271766	0.31671323	0.2544483	NA
MIMAT0034337	112.0659	-0.0160489203	0.14147388	0.8952394	0.9190069
MIMAT0034341	0.1867442	-0.0052334589	0.33306505	0.8675939	NA
MIMAT0034344	0.05663898	0.0058292734	0.33416956	0.8500701	NA
MIMAT0034346	0.2008103	-0.0063325434	0.32210064	0.8678358	NA
MIMAT0034347	0.09282554	0.007478201	0.33460125	0.8085544	NA
MIMAT0034348	0.07656421	0	0.33350222	1	NA
MIMAT0034353	0.3273697	0.0568987008	0.31729779	0.3198177	NA
MIMAT0034354	32.64345	0.4542718171	0.24243659	0.002687898	0.05196602
MIMAT0034355	0.336279	-0.0288143828	0.3222728	0.5130204	NA
MIMAT0034357	14.0184	0.0755675121	0.21748414	0.5943723	NA
MIMAT0034358	11.9986	-0.0989147804	0.21587807	0.4872478	NA
MIMAT0034362	11.13197	0.1189451393	0.23973696	0.381007	NA
MIMAT0034366	0.07007431	0.0025251706	0.33362675	0.9346683	NA
MIMAT0034369	0.2513971	-0.0170885066	0.31942609	0.6832988	NA
MIMAT0034370	0.2298281	0.0195210148	0.32595066	0.615308	NA
MIMAT0034371	0.2397163	-0.0115491548	0.31778967	0.7816693	NA
MIMAT0034373	0.06188369	0.0058292734	0.33416956	0.8500701	NA
MIMAT0034374	0.5095306	-0.0389132063	0.31154345	0.4695848	NA
MIMAT0034375	0.09366722	0.0041677363	0.33384257	0.8924253	NA
MIMAT0034377	0.08623078	0.007478201	0.33460125	0.8085544	NA
MIMAT0034382	0.3400148	-0.0153723044	0.30516478	0.7693979	NA
MIMAT0034383	1.674263	0.0123897317	0.29309393	0.8535591	NA
MIMAT0034384	1.995664	0.030054413	0.29037777	0.6822279	NA
MIMAT0034386	1.293156	0.0550490596	0.28099893	0.5455617	NA
MIMAT0034387	2.16475	0.2524612925	0.36977631	0.0190745	NA
MIMAT0034388	0.3953526	0.0017821652	0.30396572	0.9728058	NA
MIMAT0034389	0.08719736	0	0.33350222	1	NA
MIMAT0034390	0.08719736	0	0.33350222	1	NA
MIMAT0034393	0.128338	-0.0004141051	0.32166841	0.9912929	NA
MIMAT0034395	0.1039857	-0.0022176176	0.33359184	0.9426142	NA
MIMAT0034396	83.15604	0.1216650602	0.16680251	0.3652351	0.5558227
MIMAT0034397	5.522326	0.1632931304	0.2441574	0.2272218	NA
MIMAT0034398	0.03513464	0	0.33350222	1	NA
MIMAT0034400	1.156003	-0.1264924789	0.30187079	0.147275	NA
MIMAT0034401	0.1214811	0.0134214756	0.33702721	0.6653531	NA
MIMAT0034402	0.3293163	0.0009726927	0.33174374	0.9756263	NA
MIMAT0034403	0.3047323	-0.0033589402	0.3278655	0.9218545	NA
MIMAT0034404	0.07396569	0.0009148149	0.33351812	0.9763035	NA
MIMAT0034405	0.06944005	-0.0025098415	0.3336215	0.9350684	NA
MIMAT0034406	0.1841122	0.0135690042	0.33639738	0.6657645	NA
MIMAT0034410	0.06542012	-0.0007562012	0.33351285	0.980411	NA
MIMAT0034411	0.04903423	-0.0025098415	0.3336215	0.9350684	NA
MIMAT0034412	0.06132015	0.0058292734	0.33416956	0.8500701	NA
MIMAT0034413	3.526568	-0.0544451129	0.25866802	0.6499367	NA
MIMAT0034414	1.168685	-0.0582721028	0.29783255	0.4085579	NA
MIMAT0034415	0.02342309	0	0.33350222	1	NA
MIMAT0034420	1.104003	0.0045079452	0.32493709	0.9006228	NA
MIMAT0034421	0.0944339	0	0.33350222	1	NA
MIMAT0034422	1.734096	0.118537713	0.28168494	0.2357435	NA
MIMAT0034423	0.2222215	0.0081431668	0.31814514	0.8420674	NA
MIMAT0034424	0.392389	0.0218611922	0.30527293	0.6837074	NA
MIMAT0034427	0.06319093	0.000900591	0.33351813	0.9766716	NA
MIMAT0034428	1.310369	0.0081396591	0.28130764	0.9256308	NA
MIMAT0034429	0.07507303	-0.0022819905	0.33360053	0.9409488	NA
MIMAT0034430	0.1879897	0.009756286	0.32878865	0.7780084	NA
MIMAT0034431	0.3866603	0.0007472067	0.32204462	0.9841906	NA
MIMAT0034433	0.2725524	-0.0011260126	0.32394882	0.9753989	NA
MIMAT0034434	300.7056	0.3492483584	0.22152606	0.01809936	0.09543298
MIMAT0034435	0.1428181	0	0.33350222	1	NA
MIMAT0034436	1.713446	0.212898864	0.45482688	0.0205715	NA
