gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
MIMAT0006672	1.491976	0.0217551554	0.26176381	0.7987362	NA
MIMAT0006673	38.26996	-0.1352821622	0.19301263	0.1708281	0.4487856
MIMAT0006674	2.780205	0.0773476472	0.30444179	0.400735	NA
MIMAT0006675	896.7019	-0.1206457043	0.20355851	0.2166579	0.4946737
MIMAT0006676	4204.391	0.0932614743	0.14017143	0.2673082	0.5451681
MIMAT0006677	39.65743	0.1239107305	0.14705983	0.1620236	0.4484582
MIMAT0006678	25913.55	-0.0551142488	0.13254157	0.4894563	0.7392047
MIMAT0006679	4.034173	0.0015823744	0.19872487	0.9851831	NA
MIMAT0006680	6.427659	0.0502460226	0.2122579	0.5689419	0.8016908
MIMAT0006681	50.37345	-0.027473246	0.160497	0.7458996	0.8962359
MIMAT0006682	6075.501	1.9713335691	0.4402596	2.815363e-07	1.454604e-05
MIMAT0006683	159.3632	0.1978252177	0.2162423	0.07267146	0.3044345
MIMAT0006684	19.12076	-0.1027635368	0.19911662	0.2783166	0.5460642
MIMAT0006685	4.700983	0.1543493317	0.27690909	0.1527152	NA
MIMAT0006686	9.908304	-0.0032598767	0.16963037	0.9693598	0.9884919
MIMAT0006687	2550.465	-0.062378047	0.13255159	0.4353769	0.7225221
MIMAT0006688	1.454678	-0.0527464855	0.2777822	0.5508975	NA
MIMAT0006689	105.0879	0.0551320826	0.12575434	0.475093	0.7392047
MIMAT0006690	111.3558	0.0180448931	0.14740231	0.8270433	0.9566546
MIMAT0006691	14.32348	-0.0052829873	0.16951525	0.95037	0.9846415
MIMAT0006692	67.26792	0.1072607899	0.14584932	0.2170182	0.4946737
MIMAT0006693	0.4261645	0.0022141515	0.33335611	0.9761191	NA
MIMAT0006694	96.84939	0.036800921	0.12033929	0.6225097	0.8424846
MIMAT0006695	165.8768	-0.0839599716	0.12225821	0.2714038	0.5460642
MIMAT0006696	55941.59	0.131966455	0.13909065	0.1273672	0.372489
MIMAT0006697	1884.643	0.3617948681	0.17392213	0.002641725	0.03149749
MIMAT0006698	231.4705	0.0240132394	0.1400003	0.7671649	0.9076815
MIMAT0006699	51.53854	0.0300203759	0.20982093	0.7279041	0.8883869
MIMAT0006700	99.07299	0.0606215437	0.17240526	0.4912135	0.7392047
MIMAT0011134	345.3302	0.5433394602	0.27380365	0.0009070985	0.01278184
MIMAT0006701	27.62084	-0.0629435781	0.14626295	0.454405	0.7336747
MIMAT0006702	1.314916	-0.1177809428	0.34354319	0.2401935	NA
MIMAT0006703	69.67287	-0.2052930499	0.3559497	0.09470386	0.3413744
MIMAT0006704	7.692568	0.0742848684	0.19486323	0.4131366	0.6960453
MIMAT0006705	647.4691	-0.1280800795	0.14635093	0.148982	0.4198583
MIMAT0006706	1.417282	-0.071863406	0.28428272	0.4329488	NA
MIMAT0006707	206.4465	-0.0623664628	0.13665308	0.443402	0.7234453
MIMAT0006708	23.80592	-0.2010518987	0.25430298	0.07959135	0.313245
MIMAT0006709	3.904393	0.0016332716	0.20281941	0.9847018	NA
MIMAT0006710	19.51318	-0.1349721959	0.18544228	0.1678105	0.4487856
MIMAT0006713	5.074329	0.0383916431	0.24627689	0.6592021	NA
MIMAT0006715	0.7454054	-0.063816802	0.35802193	0.4184255	NA
MIMAT0006716	3.534695	0.1039628117	0.30421171	0.2894978	NA
MIMAT0006717	0.2915587	-0.0157244014	0.38156424	0.732946	NA
MIMAT0006718	1.054484	-0.0206443462	0.30904297	0.798956	NA
MIMAT0006719	0.08768045	-0.0105276482	0.38492871	0.7970001	NA
MIMAT0006720	0.2218321	0.0035498117	0.38220418	0.9348278	NA
MIMAT0006722	8.38497	-0.0213558794	0.2200802	0.8032094	0.9360711
MIMAT0006723	0.4001334	0.0068678112	0.35934528	0.9126377	NA
MIMAT0006725	5.683036	-0.0868312542	0.2684632	0.3582456	NA
MIMAT0006726	0.3054856	-0.0073600126	0.37601958	0.8835081	NA
MIMAT0006727	0.2038253	-0.0079830692	0.36961582	0.8861181	NA
MIMAT0006730	6860.181	-0.0332039007	0.15564592	0.6940921	0.8754395
MIMAT0006731	0.02342309	-0.0077178408	0.38458156	0.8503218	NA
MIMAT0006732	2.392837	0.0362719151	0.26433974	0.6752807	NA
MIMAT0006733	175.7065	-0.0326841001	0.15976133	0.7003516	0.8754395
MIMAT0006734	3220.613	0.0968486697	0.17972187	0.2952343	0.5580649
MIMAT0006735	1650.493	-0.2422581786	0.26359145	0.04784143	0.2299968
MIMAT0006736	6742.96	0.0960129557	0.11457359	0.1882333	0.4862693
MIMAT0006737	810.7297	0.8270490015	0.37441533	0.0003117308	0.006902611
MIMAT0006738	0.6441073	0.1525046896	0.43802739	0.1145349	NA
MIMAT0006739	3.802422	0.0036445338	0.20448221	0.9658725	NA
MIMAT0006740	5.250689	-0.1983337436	0.34089656	0.1000183	NA
MIMAT0006741	398.8125	0.0453287394	0.13264166	0.5685783	0.8016908
MIMAT0006742	37385.19	-0.2098880709	0.17519973	0.04596389	0.2299968
MIMAT0006743	1505.782	-0.0007385868	0.13210985	0.9925137	0.9984803
MIMAT0006744	15.51767	-0.3408623811	0.37561737	0.02515328	0.1772163
MIMAT0006745	29.9168	-0.1013565751	0.19723385	0.2833652	0.5489479
MIMAT0006746	51.18155	-0.1233123574	0.19473495	0.2051262	0.4946737
MIMAT0006747	4.60233	0.0246275227	0.21460111	0.7743609	NA
MIMAT0006748	2.340991	0.0362560951	0.25511305	0.6760134	NA
MIMAT0006749	0.06296464	-0.0036843731	0.38426905	0.9281751	NA
MIMAT0006750	3.56687	-0.2308189394	0.38525162	0.07581217	NA
MIMAT0006751	821.6589	-0.0135279565	0.07053588	0.7729933	0.9076815
MIMAT0006752	0.09118537	0.0028464827	0.38423158	0.9444754	NA
MIMAT0006753	13.05954	0.1860984242	0.22019472	0.08758098	0.3232155
MIMAT0006754	20.06079	0.10430496	0.18309531	0.2659135	0.5451681
MIMAT0006755	139.6472	0.0869256184	0.12959528	0.2755774	0.5460642
MIMAT0006756	5875.418	0.0071133219	0.1133991	0.9210335	0.9846415
MIMAT0006757	36.34209	-0.0015329884	0.14930769	0.9852169	0.9980956
MIMAT0006758	540.6899	-0.1219581485	0.17765513	0.2002951	0.4946737
MIMAT0006759	1.651603	0.0571807373	0.2691323	0.5221652	NA
MIMAT0006760	333.3303	-0.2235816159	0.22051794	0.05072487	0.2299968
MIMAT0006761	7.934816	-0.0165392446	0.18205811	0.846615	0.9648921
MIMAT0006762	0.0804513	0.0006695497	0.38417915	0.9869283	NA
MIMAT0006763	12.81318	0.0438871856	0.19707876	0.6156637	0.8424846
MIMAT0009830	71.83206	-0.0037073122	0.11515698	0.9592314	0.9846415
MIMAT0009831	17.92688	-0.0065330208	0.15812469	0.9380002	0.9846415
MIMAT0009832	250.8642	0.0038218312	0.10629255	0.9554695	0.9846415
MIMAT0009833	0.7141829	0.147806207	0.42407051	0.1340854	NA
MIMAT0009834	1.643926	0.9592421591	0.84795114	0.001284507	NA
MIMAT0009835	0.9182413	0.0633866926	0.32582869	0.4635576	NA
MIMAT0009836	36098.01	0.0590749769	0.13833877	0.4700085	0.7392047
MIMAT0009837	0.3884638	0.1106549097	0.39921961	0.2013303	NA
MIMAT0009840	0.1290808	0	0.38417608	1	NA
MIMAT0009841	5.763802	-0.0935874519	0.22457587	0.3222431	NA
MIMAT0009842	352.8819	-0.1765745276	0.30905802	0.122151	0.3641038
MIMAT0009843	10.23035	-0.1233538826	0.27312047	0.2251066	0.4984503
MIMAT0009845	28.89883	-0.3206740529	0.39325459	0.0326462	0.2024064
MIMAT0009846	79.84794	-0.1703614789	0.2124625	0.1072929	0.3445743
MIMAT0009847	8.336631	-0.0292700283	0.21979972	0.7342715	0.8891569
MIMAT0009848	0.2787045	-0.0316353567	0.38712787	0.4909733	NA
MIMAT0009849	0.08335324	-0.0079290506	0.38460392	0.846283	NA
MIMAT0009850	3.884695	0.0238095868	0.25861587	0.7807834	NA
MIMAT0009851	2.743104	0.0184610121	0.23381216	0.8290637	NA
MIMAT0009852	386.8136	-0.0464934821	0.15897826	0.5869287	0.8195851
MIMAT0009853	23.44653	-0.0507661805	0.15326241	0.5500493	0.800562
MIMAT0009854	0.4180087	-0.0778562498	0.39573209	0.2519412	NA
MIMAT0009860	2.456002	0.0188564701	0.27219081	0.8238408	NA
MIMAT0009861	0.2936166	-0.0239385821	0.36489539	0.6988661	NA
MIMAT0009862	0.7453444	-0.0856692518	0.33992051	0.3455943	NA
MIMAT0009863	73.73829	1.5485374511	0.42133969	8.096126e-06	0.0002509799
MIMAT0009864	2.233194	-0.1759368156	0.38604426	0.1274068	NA
MIMAT0009865	2.899425	-0.1156219443	0.31620968	0.2511598	NA
MIMAT0009866	11.03382	-0.3426087825	0.4656285	0.03221442	0.2024064
MIMAT0009868	0.999368	0.0761724433	0.34015466	0.3855451	NA
MIMAT0009869	3.612335	0.2056033231	0.46679149	0.07812504	NA
MIMAT0009870	2815.75	0.2686597165	0.19492901	0.02065964	0.1524878
MIMAT0009871	649.413	-0.0789581538	0.19658626	0.3878222	0.6754208
MIMAT0009872	0.1516271	-0.0017696921	0.38163969	0.9679101	NA
MIMAT0009873	1.117387	0.0522058287	0.32303503	0.5348285	NA
MIMAT0009874	10.19758	0.0152448483	0.19923648	0.8584654	0.9712565
MIMAT0009875	0.1747017	-0.0129421887	0.38531135	0.7520145	NA
MIMAT0009867	0.3088756	-0.0013106422	0.35400774	0.984	NA
MIMAT0009876	0.1277537	0.0006695497	0.38417915	0.9869283	NA
MIMAT0009878	24.29109	0.0442570804	0.18211845	0.6116794	0.8424846
MIMAT0009880	1.341367	0.0386772367	0.30101423	0.6474925	NA
MIMAT0009883	0.4011939	-0.0371461599	0.35594195	0.5973686	NA
MIMAT0009884	7.2096	-0.0128846347	0.19920716	0.8800834	0.9798752
MIMAT0009885	0.7637206	-0.0626834406	0.36917893	0.3969283	NA
MIMAT0009886	30.52533	-0.0102883984	0.21713149	0.9039245	0.9846415
MIMAT0009887	2.08376	-0.0466233	0.30377211	0.5861763	NA
MIMAT0009889	0.3499817	-0.0540456211	0.38299036	0.3819544	NA
MIMAT0009891	19.56294	-0.0759678536	0.24342589	0.4100317	0.6960453
MIMAT0009892	223.6826	-0.0001402646	0.11782198	0.9984803	0.9984803
MIMAT0009893	1.026957	-0.1299019376	0.38548414	0.1915422	NA
MIMAT0009894	2.382536	-0.0247696052	0.23299354	0.773057	NA
MIMAT0009895	15.96073	0.0420183569	0.21572253	0.6305046	0.8424846
MIMAT0009896	448.4029	-0.0321721713	0.1344434	0.6866755	0.8754395
MIMAT0009897	0.1986242	0.0007327292	0.38279543	0.9862761	NA
MIMAT0009900	0.3695378	-0.010102082	0.36188402	0.8691741	NA
MIMAT0009901	0.6811302	-0.0443715986	0.36141881	0.5269338	NA
MIMAT0009904	9.570957	-0.0172766497	0.22732342	0.8398054	0.964221
MIMAT0009905	1.116327	-0.0364137839	0.30875142	0.6617207	NA
MIMAT0009907	0.07149719	-0.0058628344	0.38441138	0.8859715	NA
MIMAT0009908	859.26	0.0853257788	0.13797145	0.3031509	0.5641835
MIMAT0009911	0.06471976	0	0.38417608	1	NA
MIMAT0009912	0.07541446	0.0006695497	0.38417915	0.9869283	NA
MIMAT0009913	0.1248536	-0.0129421887	0.38531135	0.7520145	NA
MIMAT0009918	7.853922	0.182912591	0.29765681	0.111153	0.3445743
MIMAT0009919	0.3133398	-0.0220504883	0.3691135	0.7066594	NA
MIMAT0009920	0.3043327	0.0069518462	0.37132461	0.8981096	NA
MIMAT0009921	6.384131	-0.1033333484	0.22117785	0.2816183	NA
MIMAT0009926	11.58514	-0.1164607548	0.19948984	0.2287056	0.4992869
MIMAT0009927	0.3276063	-0.0099565445	0.34880777	0.8841534	NA
MIMAT0009928	0.2156043	-0.0018024773	0.37365664	0.9723606	NA
MIMAT0009930	0.8855241	-0.0364809723	0.3024784	0.6643426	NA
MIMAT0009931	0.2582641	-0.028677691	0.37208281	0.6230993	NA
MIMAT0009933	4.790286	0.1815016609	0.40211253	0.118529	NA
MIMAT0009934	0.09309878	-0.0100236017	0.38485853	0.8064957	NA
MIMAT0009935	1.548551	-0.1839348817	0.43109545	0.1065575	NA
MIMAT0009936	0.1288473	0.0006695497	0.38417915	0.9869283	NA
MIMAT0009939	0.9414047	-0.0047336781	0.30349156	0.9533772	NA
MIMAT0031123	0.1760801	-0.0160863956	0.38553482	0.6983713	NA
MIMAT0034278	1.21784	-0.1390530351	0.37232428	0.1838045	NA
MIMAT0034279	0.03672999	0	0.38417608	1	NA
MIMAT0034280	0.569925	-0.022087363	0.34574943	0.7564466	NA
MIMAT0034281	0.6863168	-0.1143648641	0.37938975	0.2248049	NA
MIMAT0034282	0.09184241	-0.0100236017	0.38485853	0.8064957	NA
MIMAT0034284	0.2204721	-0.0260058333	0.38298377	0.5872399	NA
MIMAT0034285	0.4410991	0.0668776719	0.36983536	0.3764734	NA
MIMAT0034286	0.2784346	-0.0062406179	0.37603036	0.9008936	NA
MIMAT0034288	0.1645739	0.0104374079	0.38490391	0.7987721	NA
MIMAT0034289	0.1867442	0.0006988334	0.3835382	0.9866233	NA
MIMAT0034290	0.09282554	0.0028464827	0.38423158	0.9444754	NA
MIMAT0034293	0.09078642	0.0006695497	0.38417915	0.9869283	NA
MIMAT0034294	0.2818291	-0.0121841572	0.37166556	0.8235662	NA
MIMAT0034295	0.059609	-0.001507157	0.38419164	0.9705817	NA
MIMAT0034296	0.06225042	-0.008191996	0.3846326	0.8412613	NA
MIMAT0034298	0.106012	-0.0038320603	0.3842741	0.9253112	NA
MIMAT0034300	0.03825139	0.0006695497	0.38417915	0.9869283	NA
MIMAT0034308	0.1834062	0.0104374149	0.38490391	0.798772	NA
MIMAT0034310	0.2470962	0.0248822182	0.36620306	0.6847372	NA
MIMAT0034314	0.1282529	-0.006688272	0.38282642	0.8762491	NA
MIMAT0034318	0.0447283	0.0006695497	0.38417915	0.9869283	NA
MIMAT0034319	0.1086219	-0.0105276431	0.38492871	0.7970002	NA
MIMAT0034321	11.36842	0.0075254125	0.20600711	0.9296402	0.9846415
MIMAT0034326	0.3219895	0.0086630759	0.36530286	0.8831607	NA
MIMAT0034329	0.1642674	-0.0129421887	0.38531135	0.7520145	NA
MIMAT0034330	0.186775	0.0007095186	0.38330415	0.9865132	NA
MIMAT0034332	0.2009281	0.0097983768	0.38345763	0.8182375	NA
MIMAT0034333	0.09434621	-0.001507157	0.38419164	0.9705817	NA
MIMAT0034336	0.4702744	0.0211597166	0.33314642	0.7793302	NA
MIMAT0034337	112.0659	-0.045012671	0.11433024	0.5322139	0.785649
MIMAT0034341	0.1867442	0.0006988334	0.3835382	0.9866233	NA
MIMAT0034344	0.05663898	0.0006695497	0.38417915	0.9869283	NA
MIMAT0034346	0.2008103	-0.021694375	0.37746923	0.6753063	NA
MIMAT0034347	0.09282554	0.0028464827	0.38423158	0.9444754	NA
MIMAT0034348	0.07656421	-0.008191996	0.3846326	0.8412613	NA
MIMAT0034353	0.3273697	0.0226480023	0.34482371	0.7520361	NA
MIMAT0034354	32.64345	0.009243825	0.16808699	0.91325	0.9846415
MIMAT0034355	0.336279	-0.0356301678	0.37416406	0.5482342	NA
MIMAT0034357	14.0184	0.8298516138	0.44516118	0.0007794677	0.01241349
MIMAT0034358	11.9986	-0.159200084	0.22353368	0.1298755	0.3727908
MIMAT0034362	11.13197	-0.0841131878	0.21307801	0.3642972	0.6416599
MIMAT0034366	0.07007431	0.0006695497	0.38417915	0.9869283	NA
MIMAT0034369	0.2513971	-0.0126813645	0.36955507	0.8220201	NA
MIMAT0034370	0.2298281	0.013759027	0.37485091	0.7922084	NA
MIMAT0034371	0.2397163	0.0013756184	0.36853665	0.9804689	NA
MIMAT0034373	0.06188369	0.0006695497	0.38417915	0.9869283	NA
MIMAT0034374	0.5095306	-0.0066798532	0.34848835	0.922032	NA
MIMAT0034375	0.09366722	0.0028464827	0.38423158	0.9444754	NA
MIMAT0034377	0.08623078	0.0028464827	0.38423158	0.9444754	NA
MIMAT0034382	0.3400148	-0.0138927063	0.34951809	0.8390558	NA
MIMAT0034383	1.674263	-0.2261217063	0.50467267	0.05294847	NA
MIMAT0034384	1.995664	-0.0919466794	0.3529247	0.3111508	NA
MIMAT0034386	1.293156	-0.0878007583	0.30926292	0.3514872	NA
MIMAT0034387	2.16475	-0.0231856485	0.25553224	0.7864387	NA
MIMAT0034388	0.3953526	-0.0462341042	0.36193886	0.5123041	NA
MIMAT0034389	0.08719736	-0.008191996	0.3846326	0.8412613	NA
MIMAT0034390	0.08719736	-0.008191996	0.3846326	0.8412613	NA
MIMAT0034393	0.128338	-0.0059500541	0.37459384	0.9078588	NA
MIMAT0034395	0.1039857	-0.001507157	0.38419164	0.9705817	NA
MIMAT0034396	83.15604	-0.2731396692	0.19289627	0.01875658	0.1453635
MIMAT0034397	5.522326	-0.0941215496	0.22065237	0.3192153	NA
MIMAT0034398	0.03513464	-0.0092667751	0.38475964	0.8208135	NA
MIMAT0034400	1.156003	-0.0445291962	0.30235889	0.6021589	NA
MIMAT0034401	0.1214811	0.010636421	0.38493154	0.795036	NA
MIMAT0034402	0.3293163	-0.0204024892	0.38573329	0.632577	NA
MIMAT0034403	0.3047323	-0.0174598725	0.38190041	0.7053535	NA
MIMAT0034404	0.07396569	-0.0070843533	0.3845159	0.8624713	NA
MIMAT0034405	0.06944005	0	0.38417608	1	NA
MIMAT0034406	0.1841122	0.0035901206	0.383797	0.9310106	NA
MIMAT0034410	0.06542012	0	0.38417608	1	NA
MIMAT0034411	0.04903423	0	0.38417608	1	NA
MIMAT0034412	0.06132015	0.0028464827	0.38423158	0.9444754	NA
MIMAT0034413	3.526568	0.1429522366	0.31023449	0.1817369	NA
MIMAT0034414	1.168685	-0.1612225728	0.4346906	0.1163018	NA
MIMAT0034415	0.02342309	-0.0077178408	0.38458156	0.8503218	NA
MIMAT0034420	1.104003	-0.0429804039	0.38906971	0.3920155	NA
MIMAT0034421	0.0944339	-0.0105276482	0.38492871	0.7970001	NA
MIMAT0034422	1.734096	0.0839696603	0.29850724	0.3705253	NA
MIMAT0034423	0.2222215	-0.0234189792	0.37331741	0.6747302	NA
MIMAT0034424	0.392389	-0.0308184139	0.35171169	0.6620388	NA
MIMAT0034427	0.06319093	-0.0106028265	0.38493947	0.7955867	NA
MIMAT0034428	1.310369	-0.0948728288	0.32620658	0.318057	NA
MIMAT0034429	0.07507303	-0.0077178486	0.38458156	0.8503216	NA
MIMAT0034430	0.1879897	-0.0100955205	0.38013803	0.8280092	NA
MIMAT0034431	0.3866603	-0.0220227153	0.37795688	0.6685926	NA
MIMAT0034433	0.2725524	-0.0355416188	0.38495021	0.4790079	NA
MIMAT0034434	300.7056	-0.5048298091	0.3544133	0.004222993	0.04675457
MIMAT0034435	0.1428181	-0.0156693118	0.38583344	0.7023703	NA
MIMAT0034436	1.713446	0.1007984555	0.3611552	0.2758272	NA
