gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
MIMAT0006648	333428.7	0.3930945122	0.14550456	0.005158279	0.03017593
MIMAT0006649	85.95839	0.4568537725	0.25889058	0.04765809	0.1343614
MIMAT0006650	7.430094	0.6868856425	0.33564877	0.01212143	0.05048345
MIMAT0006651	3195.515	0.4633301085	0.13620659	0.000453519	0.007074897
MIMAT0006652	5.63086	0.9289800876	0.36898704	0.001232616	0.01112602
MIMAT0006653	2077.806	0.5032722524	0.21284628	0.01072021	0.04824096
MIMAT0006654	7.938857	-0.6896092658	0.30543085	0.007782377	0.04235061
MIMAT0006655	453.8772	0.3947181202	0.1678976	0.01378334	0.0528738
MIMAT0006656	75.02563	0.7073112614	0.32189309	0.008208535	0.04344978
MIMAT0006657	1.237189	0.3459016813	0.51516345	0.1670748	0.296178
MIMAT0006658	5768.051	-0.7594007496	0.20119601	5.387131e-05	0.001575736
MIMAT0006659	336.1501	-0.3366388612	0.19605898	0.06718883	0.16298
MIMAT0006660	1572.03	-0.006215985	0.16455324	0.9685095	0.9768587
MIMAT0006661	726.2031	0.1591723569	0.18860335	0.3708204	0.5423249
MIMAT0006662	7.28064	0.044005586	0.4631049	0.8756589	0.9390903
MIMAT0006663	5.235072	0.2153026322	0.32787839	0.4242108	0.580499
MIMAT0006664	92.05521	-1.0506033671	0.28680908	2.557894e-05	0.000988967
MIMAT0006665	206.8832	0.0322808421	0.13997128	0.8118547	0.9003508
MIMAT0006666	1793.009	-0.1050777028	0.19509695	0.5662707	0.7250552
MIMAT0006667	0.4059625	-0.1132672813	0.56148433	0.499914	NA
MIMAT0006668	124.1849	0.5237953557	0.27952963	0.03178469	0.09659245
MIMAT0006669	2432.768	0.3195241945	0.18247013	0.06428445	0.1600273
MIMAT0006670	174.2065	0.5276018326	0.23407415	0.01337068	0.05214565
MIMAT0006671	660.9562	-0.044150673	0.20341899	0.8161824	0.9008806
MIMAT0006672	1.491976	0.126131925	0.46642946	0.6526575	0.7872261
MIMAT0006673	38.26996	-0.711409482	0.2581996	0.002014637	0.01473204
MIMAT0006674	2.780205	0.4313466741	0.48446723	0.1178189	0.2356378
MIMAT0006675	896.7019	-0.5517182875	0.28830873	0.02686122	0.09134387
MIMAT0006676	4204.391	0.6462639806	0.18064007	0.0001585331	0.003372431
MIMAT0006677	39.65743	0.3177005605	0.1728493	0.05351518	0.1407028
MIMAT0006678	25913.55	0.0257046657	0.18888719	0.8852512	0.9415854
MIMAT0006679	4.034173	0.2940234518	0.35468086	0.2935985	0.4549804
MIMAT0006680	6.427659	-0.1511559434	0.36979525	0.5947355	0.7402558
MIMAT0006681	50.37345	-0.4200541805	0.26625701	0.07452677	0.1750388
MIMAT0006682	6075.501	0.9685087401	0.38284769	0.0008986415	0.01036619
MIMAT0006683	159.3632	0.0151799365	0.24883006	0.9459481	0.9623994
MIMAT0006684	19.12076	-0.2419542153	0.29245545	0.3359967	0.5030669
MIMAT0006685	4.700983	0.6662564924	0.36497003	0.01926559	0.07043982
MIMAT0006686	9.908304	-0.0026290018	0.28922052	0.991597	0.991597
MIMAT0006687	2550.465	0.1126418306	0.18441821	0.5183287	0.6891415
MIMAT0006688	1.454678	-0.0364871216	0.4654517	0.8964245	0.9419928
MIMAT0006689	105.0879	0.4201929028	0.17459176	0.01136581	0.05018113
MIMAT0006690	111.3558	-0.263070166	0.23772583	0.223246	0.3784104
MIMAT0006691	14.32348	-0.2670932789	0.29254429	0.2883098	0.4497633
MIMAT0006692	67.26792	0.0759309399	0.18158057	0.6589111	0.7906933
MIMAT0006693	0.4261645	-0.1440938428	0.54836344	0.4668483	NA
MIMAT0006694	96.84939	0.5265966551	0.17374704	0.001439729	0.01203202
MIMAT0006695	165.8768	0.2625247508	0.14890385	0.06756008	0.16298
MIMAT0006696	55941.59	0.5841621241	0.15630923	9.968247e-05	0.002591744
MIMAT0006697	1884.643	0.6907323656	0.16659494	1.415987e-05	0.0006626821
MIMAT0006698	231.4705	-0.0350703117	0.21910285	0.8623017	0.9298553
MIMAT0006699	51.53854	-0.7967336019	0.38716147	0.006258097	0.03486654
MIMAT0006700	99.07299	0.4488139862	0.27425658	0.06217861	0.1564494
MIMAT0011134	345.3302	1.0710086191	0.21973836	1.340238e-07	2.053643e-05
MIMAT0006701	27.62084	0.0829365032	0.2098295	0.6706112	0.8006276
MIMAT0006702	1.314916	-0.2633598348	0.48110015	0.3375278	0.5030669
MIMAT0006703	69.67287	-0.9940191671	0.42063449	0.0008460598	0.01036619
MIMAT0006704	7.692568	0.4210248476	0.30841144	0.1057102	0.2189044
MIMAT0006705	647.4691	0.0958059459	0.17062219	0.5559531	0.722739
MIMAT0006706	1.417282	0.0313346504	0.45223673	0.9124067	0.9438642
MIMAT0006707	206.4465	-0.3177356791	0.19325004	0.08022972	0.1787977
MIMAT0006708	23.80592	-0.8904873131	0.30304311	0.0005687294	0.008317667
MIMAT0006709	3.904393	-0.408644559	0.37863411	0.1546125	0.2805295
MIMAT0006710	19.51318	-0.0242716625	0.23634485	0.9101377	0.9438642
MIMAT0006713	5.074329	-0.5620280372	0.45142833	0.05293193	0.1407028
MIMAT0006715	0.7454054	-0.0463881827	0.54297763	0.8222992	0.903371
MIMAT0006716	3.534695	0.055980774	0.45522301	0.8437405	0.9195992
MIMAT0006717	0.2915587	-0.0661000354	0.5788288	0.535365	NA
MIMAT0006718	1.054484	-0.4026746497	0.53412098	0.0800218	0.1787977
MIMAT0006719	0.08768045	-0.0317819532	0.58121509	0.7340445	NA
MIMAT0006720	0.2218321	-0.018849721	0.58000009	0.8504384	NA
MIMAT0006722	8.38497	-0.5500180771	0.41056657	0.06034525	0.1536253
MIMAT0006723	0.4001334	-0.028434691	0.56561994	0.8545217	NA
MIMAT0006725	5.683036	-0.4460368401	0.43078261	0.1263546	0.2423522
MIMAT0006726	0.3054856	-0.075918336	0.57636741	0.5201131	NA
MIMAT0006727	0.2038253	-0.0346823465	0.57216368	0.7954775	NA
MIMAT0006730	6860.181	-0.3580623104	0.25167565	0.1127958	0.2275364
MIMAT0006731	0.02342309	-0.0253682734	0.58120218	0.7862231	NA
MIMAT0006732	2.392837	0.2163455143	0.46405245	0.4428687	0.5990247
MIMAT0006733	175.7065	-0.6167096131	0.26353026	0.008355726	0.04344978
MIMAT0006734	3220.613	0.755550984	0.2633599	0.001236225	0.01112602
MIMAT0006735	1650.493	-0.7873151287	0.28532754	0.001491201	0.01203245
MIMAT0006736	6742.96	0.4195131651	0.12870372	0.0008110929	0.01036619
MIMAT0006737	810.7297	0.2039715074	0.26638652	0.3867128	0.5551583
MIMAT0006738	0.6441073	0.0169580573	0.54217144	0.9349653	0.9553794
MIMAT0006739	3.802422	-0.8242228268	0.39967315	0.005056354	0.03017593
MIMAT0006740	5.250689	-0.5483878145	0.40206484	0.0603997	0.1536253
MIMAT0006741	398.8125	-0.0504098747	0.19461838	0.7827542	0.8978651
MIMAT0006742	37385.19	-0.3503786796	0.18702748	0.04711318	0.1343614
MIMAT0006743	1505.782	0.2117333438	0.20673712	0.2714472	0.4320996
MIMAT0006744	15.51767	-0.6050040115	0.33825897	0.0276023	0.09134387
MIMAT0006745	29.9168	-0.2925132927	0.29119924	0.2434421	0.4027165
MIMAT0006746	51.18155	-0.3421789853	0.26755815	0.1477358	0.2722061
MIMAT0006747	4.60233	0.1539568679	0.38685343	0.5926694	0.7402558
MIMAT0006748	2.340991	0.156026232	0.45079793	0.5850235	0.7399756
MIMAT0006749	0.06296464	-0.0111158705	0.58118255	0.9053925	NA
MIMAT0006750	3.56687	-0.512258994	0.41750187	0.08020081	0.1787977
MIMAT0006751	821.6589	-0.0838017544	0.10112578	0.3995971	0.5568263
MIMAT0006752	0.09118537	-0.0111653751	0.58118282	0.9049719	NA
MIMAT0006753	13.05954	0.6085112694	0.26008133	0.00858629	0.04367808
MIMAT0006754	20.06079	0.4526965228	0.25952521	0.05013812	0.1380273
MIMAT0006755	139.6472	0.3247132084	0.16195809	0.03633713	0.1076315
MIMAT0006756	5875.418	0.4095704356	0.17096256	0.0119298	0.05048345
MIMAT0006757	36.34209	-0.3790095465	0.24536087	0.08692372	0.1900949
MIMAT0006758	540.6899	-0.3638489241	0.23640881	0.09059851	0.1944959
MIMAT0006759	1.651603	0.2471312255	0.45426592	0.3867092	0.5551583
MIMAT0006760	333.3303	-0.3677076981	0.24175385	0.09292444	0.1958948
MIMAT0006761	7.934816	0.040217606	0.31618749	0.8788922	0.9390903
MIMAT0006762	0.0804513	-0.0111653751	0.58118282	0.9049719	NA
MIMAT0006763	12.81318	0.6369603925	0.34189642	0.02112554	0.07497713
MIMAT0009830	71.83206	0.2431318061	0.17251832	0.1388999	0.2621176
MIMAT0009831	17.92688	0.2680515082	0.26079713	0.2478775	0.4056178
MIMAT0009832	250.8642	0.3783311236	0.15807081	0.01263967	0.05048345
MIMAT0009833	0.7141829	0.1210472674	0.53427596	0.5847793	0.7399756
MIMAT0009834	1.643926	0.3102518195	0.49520342	0.2443835	0.4027165
MIMAT0009835	0.9182413	0.0954537993	0.51744208	0.6944108	0.8206673
MIMAT0009836	36098.01	0.4840224507	0.19947002	0.009499881	0.04631192
MIMAT0009837	0.3884638	-0.0585376503	0.54584601	0.7713616	NA
MIMAT0009840	0.1290808	0.0167899229	0.58117741	0.8576272	NA
MIMAT0009841	5.763802	-0.6079587611	0.35695074	0.03095843	0.09643495
MIMAT0009842	352.8819	-0.5684294837	0.38777891	0.049927	0.1380273
MIMAT0009843	10.23035	-0.9680177677	0.40757007	0.001091009	0.01084099
MIMAT0009845	28.89883	-0.7115004544	0.36713321	0.01272873	0.05048345
MIMAT0009846	79.84794	-0.7138374626	0.26420998	0.002322841	0.01647106
MIMAT0009847	8.336631	-0.5659654963	0.40631912	0.05310072	0.1407028
MIMAT0009848	0.2787045	-0.0822833526	0.57922394	0.4340734	NA
MIMAT0009849	0.08335324	-0.010514877	0.58117926	0.9105003	NA
MIMAT0009850	3.884695	0.3473724808	0.46425005	0.2204319	0.3784104
MIMAT0009851	2.743104	-0.0566098747	0.42761856	0.8449308	0.9195992
MIMAT0009852	386.8136	-0.0540154885	0.25136492	0.8108159	0.9003508
MIMAT0009853	23.44653	-0.0225762501	0.23366793	0.9156289	0.9438642
MIMAT0009854	0.4180087	-0.1144655029	0.56505179	0.469311	NA
MIMAT0009860	2.456002	-0.2737731095	0.4897229	0.3098494	0.4738873
MIMAT0009861	0.2936166	-0.0974335786	0.56714072	0.5203875	NA
MIMAT0009862	0.7453444	0.3037297813	0.50263429	0.2439853	0.4027165
MIMAT0009863	73.73829	0.641977211	0.34747602	0.0211474	0.07497713
MIMAT0009864	2.233194	-0.720539128	0.48430229	0.0107143	0.04824096
MIMAT0009865	2.899425	-0.3037575398	0.45553768	0.287768	0.4497633
MIMAT0009866	11.03382	-0.986468614	0.4245144	0.0009302988	0.01036619
MIMAT0009868	0.999368	0.1077091947	0.52151029	0.6514095	0.7872261
MIMAT0009869	3.612335	0.8654177635	0.52896628	0.0006679093	0.009193574
MIMAT0009870	2815.75	0.9439632654	0.19839375	3.855247e-07	3.007093e-05
MIMAT0009871	649.413	-0.8355137865	0.31662596	0.001643555	0.01281973
MIMAT0009872	0.1516271	0.0131993478	0.57968028	0.8966114	NA
MIMAT0009873	1.117387	0.199090606	0.52167212	0.4061232	0.5623245
MIMAT0009874	10.19758	-0.1087687009	0.36041945	0.6991725	0.8221425
MIMAT0009875	0.1747017	-0.0322986832	0.58121452	0.7299179	NA
MIMAT0009867	0.3088756	-0.0785860451	0.56243636	0.6331685	NA
MIMAT0009876	0.1277537	-0.0061343086	0.58117915	0.9477051	NA
MIMAT0009878	24.29109	-0.0353773558	0.30650469	0.8913907	0.9419928
MIMAT0009880	1.341367	-0.390241636	0.52182506	0.1107272	0.2253058
MIMAT0009883	0.4011939	-0.1661878006	0.55778384	0.351955	NA
MIMAT0009884	7.2096	0.0270596454	0.35826224	0.9232182	0.9475135
MIMAT0009885	0.7637206	-0.0745689809	0.55343339	0.6890282	0.8184395
MIMAT0009886	30.52533	0.0707218283	0.39894234	0.8068396	0.9003508
MIMAT0009887	2.08376	-0.4357707554	0.51581729	0.08425621	0.1859996
MIMAT0009889	0.3499817	-0.1473146194	0.56940628	0.3130848	NA
MIMAT0009891	19.56294	-0.4286433488	0.40334394	0.1411021	0.2641432
MIMAT0009892	223.6826	0.1575350122	0.17856754	0.352565	0.5221533
MIMAT0009893	1.026957	-0.4522282341	0.52145675	0.06731184	0.16298
MIMAT0009894	2.382536	-0.2134159852	0.42473026	0.4621596	0.621525
MIMAT0009895	15.96073	0.629271697	0.38513462	0.02989594	0.09516586
MIMAT0009896	448.4029	0.2101335024	0.20457208	0.2707852	0.4320996
MIMAT0009897	0.1986242	-0.0063715448	0.58037398	0.9481254	NA
MIMAT0009900	0.3695378	-0.0262652668	0.56689355	0.8621337	NA
MIMAT0009901	0.6811302	-0.2969629703	0.56158078	0.08984905	0.1944959
MIMAT0009904	9.570957	-0.0875558038	0.41627252	0.7627557	0.8835883
MIMAT0009905	1.116327	-0.2042867408	0.51919196	0.3997727	0.5568263
MIMAT0009907	0.07149719	-0.0111158705	0.58118255	0.9053925	NA
MIMAT0009908	859.26	0.2828992653	0.1805232	0.09819508	0.2051576
MIMAT0009911	0.06471976	-0.0008119839	0.58117622	0.9930736	NA
MIMAT0009912	0.07541446	0.0007158566	0.58117583	0.9938937	NA
MIMAT0009913	0.1248536	-0.0372837433	0.58122823	0.6902522	NA
MIMAT0009918	7.853922	0.8161643622	0.36669997	0.004331405	0.02732365
MIMAT0009919	0.3133398	-0.0828621021	0.57019416	0.5580882	NA
MIMAT0009920	0.3043327	-0.0802805637	0.57361106	0.5344319	NA
MIMAT0009921	6.384131	-0.1436049574	0.32813279	0.594108	0.7402558
MIMAT0009926	11.58514	-0.1393657649	0.27755705	0.5657882	0.7250552
MIMAT0009927	0.3276063	0.0298324156	0.55760706	0.8656751	NA
MIMAT0009928	0.2156043	-0.0628699078	0.57506581	0.6096415	NA
MIMAT0009930	0.8855241	-0.0035124379	0.50585273	0.9889786	0.991597
MIMAT0009931	0.2582641	-0.0627467737	0.57051066	0.6540264	NA
MIMAT0009933	4.790286	-0.2180447833	0.48351369	0.4237811	0.580499
MIMAT0009934	0.09309878	-0.0206162903	0.58119197	0.8255633	NA
MIMAT0009935	1.548551	-0.5011215583	0.51065892	0.05320923	0.1407028
MIMAT0009936	0.1288473	-0.0111158705	0.58118255	0.9053925	NA
MIMAT0009939	0.9414047	-0.2006043874	0.52500733	0.3946151	0.5568263
MIMAT0031123	0.1760801	-0.0395664974	0.58100523	0.676536	NA
MIMAT0034278	1.21784	-0.0138819419	0.47862588	0.9595867	0.9720489
MIMAT0034279	0.03672999	-0.0061342964	0.58117915	0.9477052	NA
MIMAT0034280	0.569925	-0.0839091115	0.55391024	0.6509069	0.7872261
MIMAT0034281	0.6863168	-0.4206253227	0.52918218	0.07609447	0.1762981
MIMAT0034282	0.09184241	-0.0256488341	0.58120142	0.7839341	NA
MIMAT0034284	0.2204721	-0.0417858785	0.577832	0.7061719	NA
MIMAT0034285	0.4410991	0.0238787402	0.5534961	0.8977111	0.9419928
MIMAT0034286	0.2784346	-0.0265132526	0.57621888	0.8219221	NA
MIMAT0034288	0.1645739	-0.0111653751	0.58118282	0.9049719	NA
MIMAT0034289	0.1867442	0.0175525335	0.58080594	0.85441	NA
MIMAT0034290	0.09282554	0	0.58117789	1	NA
MIMAT0034293	0.09078642	-0.0061343086	0.58117915	0.9477051	NA
MIMAT0034294	0.2818291	-0.0543745821	0.57315475	0.6767186	NA
MIMAT0034295	0.059609	-0.0061343086	0.58117915	0.9477051	NA
MIMAT0034296	0.06225042	-0.0264513626	0.58120411	0.777336	NA
MIMAT0034298	0.106012	-0.0264513626	0.58120411	0.777336	NA
MIMAT0034300	0.03825139	0	0.58117789	1	NA
MIMAT0034308	0.1834062	0	0.58117789	1	NA
MIMAT0034310	0.2470962	-0.0296591452	0.56757652	0.8423891	NA
MIMAT0034314	0.1282529	-0.0183852046	0.58022872	0.8523273	NA
MIMAT0034318	0.0447283	0	0.58117789	1	NA
MIMAT0034319	0.1086219	-0.0267982778	0.58120354	0.7745117	NA
MIMAT0034321	11.36842	-0.3487445666	0.38078585	0.2247823	0.3784104
MIMAT0034326	0.3219895	-0.0785149857	0.5696718	0.5832994	NA
MIMAT0034329	0.1642674	-0.0272647526	0.58120242	0.7707241	NA
MIMAT0034330	0.186775	-0.0061588803	0.58067013	0.9490261	NA
MIMAT0034332	0.2009281	-0.0231764902	0.58041444	0.8127166	NA
MIMAT0034333	0.09434621	-0.0161468708	0.58118821	0.8629301	NA
MIMAT0034336	0.4702744	-0.1715561959	0.54669764	0.395421	0.5568263
MIMAT0034337	112.0659	-0.0754757515	0.15839172	0.6196501	0.7671858
MIMAT0034341	0.1867442	0.0175525335	0.58080594	0.85441	NA
MIMAT0034344	0.05663898	0	0.58117789	1	NA
MIMAT0034346	0.2008103	-0.0307348139	0.57529174	0.8006476	NA
MIMAT0034347	0.09282554	0	0.58117789	1	NA
MIMAT0034348	0.07656421	-0.0264513626	0.58120411	0.777336	NA
MIMAT0034353	0.3273697	-0.1251929042	0.55414215	0.5002213	NA
MIMAT0034354	32.64345	-0.7281836041	0.29425506	0.003997748	0.0267278
MIMAT0034355	0.336279	0.0072920386	0.56954839	0.9592481	NA
MIMAT0034357	14.0184	0.7439045044	0.30587988	0.004147602	0.02695941
MIMAT0034358	11.9986	-0.2072017125	0.28174697	0.3981402	0.5568263
MIMAT0034362	11.13197	-0.491353613	0.341907	0.07480289	0.1750388
MIMAT0034366	0.07007431	-0.0061343086	0.58117915	0.9477051	NA
MIMAT0034369	0.2513971	0.0247753919	0.57154126	0.8553944	NA
MIMAT0034370	0.2298281	-0.0294070419	0.57492493	0.8113379	NA
MIMAT0034371	0.2397163	0.0409268853	0.57166859	0.7628744	NA
MIMAT0034373	0.06188369	0	0.58117789	1	NA
MIMAT0034374	0.5095306	0.1111816255	0.5572463	0.53302	0.6994994
MIMAT0034375	0.09366722	-0.0061343086	0.58117915	0.9477051	NA
MIMAT0034377	0.08623078	0	0.58117789	1	NA
MIMAT0034382	0.3400148	0.0156836662	0.55763447	0.9290862	NA
MIMAT0034383	1.674263	-0.4944638562	0.53590056	0.03266148	0.09798445
MIMAT0034384	1.995664	-0.3434096999	0.52349942	0.1546509	0.2805295
MIMAT0034386	1.293156	-0.4230459393	0.48468636	0.1246505	0.2423522
MIMAT0034387	2.16475	-0.7256489359	0.48721407	0.009827994	0.04693368
MIMAT0034388	0.3953526	-0.1222760619	0.55788823	0.4898629	NA
MIMAT0034389	0.08719736	-0.0264513626	0.58120411	0.777336	NA
MIMAT0034390	0.08719736	-0.0264513626	0.58120411	0.777336	NA
MIMAT0034393	0.128338	-0.0127306553	0.575335	0.9164892	NA
MIMAT0034395	0.1039857	0.0032832125	0.58117562	0.9720004	NA
MIMAT0034396	83.15604	-0.5946118163	0.19423453	0.001111896	0.01084099
MIMAT0034397	5.522326	-0.6129373921	0.34954061	0.02810581	0.09134387
MIMAT0034398	0.03513464	-0.0289053087	0.58120886	0.7573108	NA
MIMAT0034400	1.156003	0.2392888971	0.49799881	0.3631346	0.5344245
MIMAT0034401	0.1214811	0	0.58117789	1	NA
MIMAT0034402	0.3293163	-0.0496434706	0.58053561	0.6109693	NA
MIMAT0034403	0.3047323	-0.0299100905	0.57865328	0.7794561	NA
MIMAT0034404	0.07396569	-0.0189828119	0.58118986	0.8391828	NA
MIMAT0034405	0.06944005	-0.0008119839	0.58117622	0.9930736	NA
MIMAT0034406	0.1841122	-0.032793356	0.58095982	0.7298977	NA
MIMAT0034410	0.06542012	-0.0061342964	0.58117915	0.9477052	NA
MIMAT0034411	0.04903423	-0.0008119839	0.58117622	0.9930736	NA
MIMAT0034412	0.06132015	-0.0111653751	0.58118282	0.9049719	NA
MIMAT0034413	3.526568	0.5219145966	0.420602	0.0748005	0.1750388
MIMAT0034414	1.168685	-0.1831608502	0.52397832	0.4387907	0.5969594
MIMAT0034415	0.02342309	-0.0253682734	0.58120218	0.7862231	NA
MIMAT0034420	1.104003	-0.1131571691	0.57730229	0.3260347	0.4922072
MIMAT0034421	0.0944339	-0.0317819532	0.58121509	0.7340445	NA
MIMAT0034422	1.734096	-0.0704527706	0.47256233	0.7993847	0.9003508
MIMAT0034423	0.2222215	-0.0823778786	0.57260889	0.5356872	NA
MIMAT0034424	0.392389	-0.1528780974	0.5566831	0.3975477	NA
MIMAT0034427	0.06319093	-0.0269696943	0.58120386	0.7731093	NA
MIMAT0034428	1.310369	-0.2983331256	0.4900291	0.2688611	0.4320996
MIMAT0034429	0.07507303	-0.0107238105	0.58117974	0.9087279	NA
MIMAT0034430	0.1879897	-0.0538584078	0.57851506	0.6175423	NA
MIMAT0034431	0.3866603	-0.0541305751	0.57560162	0.6540076	NA
MIMAT0034433	0.2725524	-0.0785812067	0.57683971	0.4984167	NA
MIMAT0034434	300.7056	-1.2773873391	0.27732781	1.755251e-07	2.053643e-05
MIMAT0034435	0.1428181	-0.0434863017	0.58124357	0.6421643	NA
MIMAT0034436	1.713446	-0.284750652	0.5287783	0.2216811	0.3784104
